!	2635	2635	1196	!
ぜっ	411	418	2517	ぜっ
ぜよ	411	425	2517	ぜよ
ぞぉ	412	418	2694	ぞぉ
ぞっ	412	418	2830	ぞっ
たぁ	142	418	4463	たぁ
たい	152	152	979	たい
たか	142	325	3866	たか
たが	142	332	4078	たが
たく	160	160	2563	たく
たし	142	339	4001	たし
たぞ	142	412	4323	たぞ
たと	142	387	3899	たと
たな	142	417	3690	たな
たね	142	418	3832	たね
たの	142	419	3761	たの
たよ	142	425	3348	たよ
たら	140	140	1635	たら
たり	114	114	1632	たり
たり	268	268	1147	たり
たる	109	109	1587	たる
たれ	112	112	608	たれ
たろ	144	144	1193	たろ
たわ	142	426	3885	たわ
だぁ	165	418	3300	だぁ
だい	418	418	3889	だい
だか	143	325	3387	だか
だが	165	332	2190	だが
だけ	296	296	1634	だけ
だし	165	339	2456	だし
だし	1454	1454	1527	だし
だし	1457	1457	1452	出し
だす	1430	1430	874	だす
だす	1433	1433	792	出す
だぜ	165	411	3028	だぜ
だぞ	165	412	2944	だぞ
だと	143	387	3457	だと
だと	165	387	2926	だと
だと	165	350	2786	だと
だな	143	417	3568	だな
だな	165	417	2067	だな
だに	298	298	1300	だに
だね	165	418	2182	だね
だの	143	419	3379	だの
だよ	143	425	2680	だよ
だよ	165	425	1798	だよ
だら	141	141	1318	だら
だり	270	270	927	だり
だろ	145	145	790	だろ
だろ	166	166	1250	だろ
だわ	165	426	2708	だわ
ちゃ	344	344	1954	ちゃ
っか	39	325	2840	っか
っき	39	98	3023	っき
っけ	414	414	1699	っけ
っす	169	169	542	っす
っす	177	177	480	ッス
った	39	142	2432	った
っっ	39	418	2227	っっ
って	39	348	3228	って
って	391	391	1578	って
っと	39	387	2437	っと
っと	39	350	2936	っと
っと	386	386	1257	っと
っぽ	2191	2191	663	っぽ
つつ	347	347	1498	つつ
つん	32	428	3014	つん
づけ	1214	1214	968	づけ
てぇ	161	161	931	てぇ
てた	1215	142	1351	てた
てて	1215	348	2267	てて
ても	348	284	3604	ても
てる	1093	1093	1276	てる
てろ	1011	1011	791	てろ
てん	415	415	591	てん
でき	700	700	2684	でき
でし	192	192	2762	でし
です	172	172	334	です
です	178	178	318	デス
でた	349	142	3332	でた
でね	168	418	3595	でね
でね	349	418	3147	でね
での	370	429	4077	での
では	168	283	2289	では
では	370	283	2997	では
でも	168	284	3608	でも
でも	299	299	2116	でも
でも	370	284	3300	でも
でる	1095	1095	1178	でる
とう	158	158	833	とう
とか	387	325	3026	とか
とか	272	272	1458	とか
とく	1292	1292	949	とく
とけ	1280	1280	668	とけ
とて	387	348	4540	とて
とで	371	370	4682	とで
とな	387	417	4345	とな
とな	326	417	3490	とな
とね	387	418	4758	とね
とね	326	418	3716	とね
との	387	429	4867	との
との	371	429	3848	との
とは	387	283	2433	とは
とは	371	283	1961	とは
とも	387	284	4078	とも
とも	351	351	1794	とも
とも	371	284	4585	とも
とや	387	423	5554	とや
とり	1681	1681	1480	とり
とん	387	428	5087	とん
とん	1641	1641	334	とん
とん	1524	1524	1074	とん
どき	1341	1341	859	どき
どす	176	176	589	どす
ども	354	354	1367	ども
どり	1682	1682	1138	どり
どる	1582	1582	1057	どる
なぁ	418	418	2582	なぁ
なあ	418	418	3053	なあ
ない	83	83	1162	無い
ない	204	204	1254	ない
なう	418	418	3421	なう
なが	163	332	4800	なが
なく	95	95	1207	無く
なく	212	212	2448	なく
なし	207	207	437	なし
なっ	417	418	4016	なっ
なと	417	387	3160	なと
など	302	302	1454	など
なな	163	417	5031	なな
なね	163	418	5038	なね
なの	163	419	2756	なの
なも	163	284	4625	なも
なよ	417	425	2568	なよ
なよ	163	425	5064	なよ
なら	162	162	1544	なら
なり	115	115	1414	也
なり	115	115	497	なり
なり	303	303	2145	なり
なり	356	356	1223	なり
なる	110	110	2684	なる
にぃ	372	418	5757	にぃ
にお	372	418	5446	にお
にか	372	325	5891	にか
にく	2472	2472	1207	にく
にっ	372	418	5466	にっ
につ	372	32	5215	につ
にて	373	373	1290	にて
にと	327	387	4702	にと
にと	372	387	5458	にと
にな	372	417	4413	にな
にね	327	418	3924	にね
にね	372	418	5015	にね
には	367	283	2941	には
には	372	283	3068	には
にも	367	284	3291	にも
にも	372	284	3399	にも
にゃ	402	402	920	にゃ
にゃ	404	404	689	ニャ
にょ	372	418	5779	にょ
によ	372	425	5362	によ
にわ	372	426	5858	にわ
にん	372	428	5724	にん
ねぇ	418	418	3240	ねぇ
ねぇ	214	214	1490	ねぇ
ねえ	418	418	3831	ねえ
ねえ	214	214	1512	ねえ
ねば	215	361	1075	ねば
ねん	418	418	3499	ねん
ねー	418	418	3924	ねー
のう	420	420	840	のう
のぉ	419	418	3515	のぉ
のお	429	418	5278	のお
ので	359	359	1998	ので
のに	360	360	1636	のに
のね	419	418	2432	のね
のみ	308	308	882	のみ
のよ	419	425	2336	のよ
のよ	429	425	5514	のよ
はど	283	352	5323	はど
はな	283	417	4981	はな
はね	283	418	4982	はね
はよ	283	425	5159	はよ
はら	1624	1624	1004	はら
ばこ	361	861	4466	ばこ
ばと	361	387	3988	ばと
ばな	361	417	4071	ばな
ばね	361	418	4439	ばね
ひん	41	41	931	ひん
へと	375	387	3605	へと
への	375	429	3373	への
へん	42	42	844	へん
べき	119	119	1697	べき
べく	123	123	1734	べく
べし	120	120	455	べし
ほど	313	313	1798	ほど
ぽい	2283	2283	1147	ぽい
ぽつ	2192	32	2165	ぽつ
ぽよ	2192	425	2621	ぽよ
まい	43	43	838	まい
まし	260	260	3550	まし
まし	234	234	1201	まし
ます	240	240	591	ます
ませ	228	228	119	ませ
まで	314	314	1530	まで
まで	324	324	1557	迄
もね	284	418	4450	もね
もの	376	376	1158	もの
もん	422	422	681	もん
やが	265	332	2651	やが
やし	264	264	1597	やし
やし	238	238	405	やし
やす	244	244	938	やす
やぞ	265	412	2279	やぞ
やて	265	348	3291	やて
やで	265	416	1571	やで
やな	265	417	1495	やな
やね	265	418	1740	やね
やら	424	424	369	やら
やろ	266	266	417	やろ
やわ	265	426	2124	やわ
やん	44	44	503	やん
よぉ	418	418	4058	よぉ
よし	2466	2466	1575	よし
よっ	425	418	3923	よっ
よな	425	417	2730	よな
よね	425	418	2028	よね
より	378	378	1404	より
よん	425	428	4211	よん
られ	481	481	2290	られ
るど	134	352	2118	るど
るる	131	131	1196	るる
るん	134	428	2377	るん
れず	476	219	2592	れず
れた	482	142	2238	れた
れて	482	348	2975	れて
れる	464	464	1384	れる
わぁ	426	418	3404	わぁ
わい	427	427	1105	わい
わな	426	417	2630	わな
わね	426	418	2577	わね
わよ	426	425	2620	わよ
んか	45	325	4172	んか
んが	45	332	3772	んが
んし	45	339	4094	んし
んぞ	45	412	3957	んぞ
んっ	45	418	4081	んっ
んで	45	416	4367	んで
んで	365	365	1708	んで
んと	45	350	4472	んと
んど	45	352	4378	んど
んな	45	417	3526	んな
んね	45	418	3727	んね
んの	45	419	4012	んの
んよ	45	425	3661	んよ
んわ	45	426	3693	んわ
んん	45	428	4417	んん
ーっ	46	418	2527	ーっ
ーな	46	417	2558	ーな
ーね	46	418	2588	ーね
ーの	46	419	2686	ーの
ーや	46	423	2609	ーや
ーよ	46	425	2047	ーよ
ーん	46	428	2148	ーん
あおう	1795	35	250	合おう
あわせ	1806	480	1004	合わせ
います	1202	240	4135	います
うかと	35	387	4122	うかと
うかな	35	408	2741	うかな
うっと	35	386	3737	うっと
うです	35	172	4120	うです
うとは	35	283	3764	うとは
うとも	35	284	4285	うとも
うとも	35	351	4476	うとも
えない	1163	204	966	えない
えない	1188	204	1149	得ない
えます	1203	240	751	えます
えます	1228	240	931	得ます
おわり	1695	1695	1666	終わり
かしら	407	407	356	かしら
かって	325	391	4024	かって
かです	325	172	3715	かです
かなぁ	408	408	2270	かなぁ
かなぁ	325	418	2989	かなぁ
かなあ	325	418	3459	かなあ
かなと	408	387	2280	かなと
かなー	408	408	2751	かなー
かもね	288	418	2392	かもね
かよっ	325	418	3707	かよっ
からだ	330	165	2934	からだ
からな	330	417	2949	からな
からね	330	418	2700	からね
からの	368	429	3630	からの
からは	368	283	3665	からは
がたい	2517	2517	1035	がたい
がてら	333	333	1501	がてら
きです	98	172	2987	きです
くさい	2288	2288	1125	臭い
くらい	289	289	1537	くらい
ぐらい	290	290	1578	ぐらい
けどね	334	418	2750	けどね
けれど	336	336	1530	けれど
こそが	277	369	2862	こそが
こそは	277	283	2658	こそは
ござい	68	68	3802	ござい
させた	478	142	2181	させた
させて	478	348	2311	させて
させる	460	460	1138	させる
させる	632	462	2662	させる
された	632	142	2085	された
される	632	464	1936	される
したい	634	152	2826	したい
したり	634	268	3330	したり
しなぁ	339	418	3852	しなぁ
しない	633	204	972	しない
します	634	240	1234	します
しょう	630	35	2303	しょう
しよう	630	35	594	しよう
しろと	627	387	2276	しろと
しろや	627	265	2393	しろや
しろよ	627	425	1347	しろよ
じゃう	340	35	2203	じゃう
じゃが	137	332	2361	じゃが
じゃな	137	417	1536	じゃな
じゃね	137	418	684	じゃね
じゃね	292	418	2524	じゃね
じゃね	340	418	2333	じゃね
じゃよ	137	425	2068	じゃよ
じゃろ	138	138	570	じゃろ
じゃん	37	37	405	じゃん
すぎず	1168	219	1902	すぎず
すぎた	1208	142	1758	すぎた
すぎた	1238	142	2009	過ぎた
すぎて	1208	348	1761	すぎて
すぎて	1238	348	2078	過ぎて
すぎる	1086	1086	699	すぎる
すぎる	1117	1117	863	過ぎる
すけど	574	334	3083	すけど
すべき	574	119	1808	すべき
すべく	574	123	2786	すべく
すべし	574	120	2171	すべし
すよね	574	418	3020	すよね
すると	629	350	2826	すると
すれば	623	361	1552	すれば
すんな	625	417	1144	すんな
すんの	625	419	893	すんの
ずです	219	172	3436	ずです
せずに	631	372	2584	せずに
せたい	480	152	3328	せたい
せたり	480	268	3767	せたり
せてね	480	418	3704	せてね
せない	474	204	1553	せない
せねば	631	361	2649	せねば
せます	480	240	2348	せます
せやな	631	417	3905	せやな
たいか	152	325	3433	たいか
たいと	152	387	3464	たいと
たいな	152	417	2785	たいな
たいね	152	418	3701	たいね
たいの	152	419	3523	たいの
たいよ	152	425	3530	たいよ
たかな	142	408	3878	たかな
たかも	142	288	4362	たかも
たから	142	330	4017	たから
たがる	146	555	1718	たがる
たくて	160	348	2087	たくて
たけど	142	334	3690	たけど
たっけ	142	414	4456	たっけ
たって	343	343	1422	たって
たです	142	172	2650	たです
たなぁ	142	418	4105	たなぁ
たので	142	359	3420	たので
たのに	142	360	4034	たのに
たよね	142	418	3971	たよね
たらと	140	387	4256	たらと
たらな	140	417	4351	たらな
たりで	268	168	3790	たりで
たりと	268	387	3173	たりと
たりね	268	418	4127	たりね
たりは	268	283	3178	たりは
たりも	268	284	2545	たりも
たろう	144	35	929	たろう
たろー	144	46	1930	たろー
たーい	153	153	403	たーい
だから	165	330	2191	だから
だけか	296	325	3744	だけか
だけが	296	369	3778	だけが
だけだ	296	165	3165	だけだ
だけで	296	168	2843	だけで
だけで	296	370	3477	だけで
だけど	143	334	3255	だけど
だけど	165	334	1948	だけど
だけに	296	372	3041	だけに
だけの	296	429	3728	だけの
だけは	296	283	3437	だけは
だした	1454	142	1437	だした
だした	1457	142	1321	出した
だっけ	165	414	3047	だっけ
だった	167	142	872	だった
だって	297	297	1005	だって
だなぁ	165	418	2892	だなぁ
だなあ	165	418	3329	だなあ
だので	143	359	3460	だので
だよね	143	418	3310	だよね
だよね	165	418	2238	だよね
だりも	270	284	2383	だりも
だろう	166	35	728	だろう
ちまえ	1769	1769	317	ちまえ
ちゃあ	346	346	1071	ちゃー
ちゃう	1781	1781	1070	ちゃう
ちゃえ	1770	1770	297	ちゃえ
ちゃん	344	428	1778	ちゃん
っかな	39	408	3089	っかな
っしょ	180	180	494	っしょ
っすか	169	325	1622	っすか
っすね	169	418	1177	っすね
っすよ	169	425	1580	っすよ
っすわ	169	426	2325	っすわ
ったら	39	140	2882	ったら
っっっ	39	418	3847	っっっ
ってさ	391	410	3910	ってさ
ってな	393	393	2298	ってな
ってね	391	418	3503	ってね
ってよ	391	425	4053	ってよ
っとな	386	417	2916	っとな
っぽい	2282	2282	1138	っぽい
っぽく	2348	2348	1361	っぽく
つから	32	330	2347	つから
つける	1090	1090	1161	つける
つけろ	1008	1008	12	つけろ
つつも	347	284	2414	つつも
ていく	348	1366	3505	ていく
ていた	348	142	2879	ていた
ている	348	1080	2300	ている
てきた	348	142	3166	てきた
てくる	348	859	3417	てくる
てたか	1215	325	3411	てたか
てたが	1215	332	2766	てたが
てたし	1215	339	3542	てたし
てたぞ	1215	412	4266	てたぞ
てたな	1215	417	3552	てたな
てたね	1215	418	3365	てたね
てたの	1215	419	3798	てたの
てたよ	1215	425	3098	てたよ
てたら	1215	140	2403	てたら
てたわ	1215	426	3814	てたわ
てても	1215	284	4046	てても
てない	1175	204	1274	てない
てます	348	240	2584	てます
てみた	348	142	3298	てみた
てみる	348	1099	3641	てみる
てるし	1093	339	2619	てるし
てるな	1093	417	2976	てるな
てるね	1093	418	2953	てるね
てるの	1093	419	2352	てるの
てるよ	1093	425	2344	てるよ
てるわ	1093	426	3141	てるわ
てれば	888	361	1650	てれば
てろよ	1011	425	832	てろよ
てんな	970	417	1646	てんな
であり	168	57	3062	であり
である	168	53	1229	である
でいい	168	2467	3723	でいい
でいく	349	1366	3040	でいく
でいた	349	142	2660	でいた
でいる	349	1080	2048	でいる
できず	693	219	2632	できず
できた	700	142	2130	できた
できた	349	142	3145	できた
できて	700	348	3177	できて
できる	679	679	974	できる
でくる	349	859	3353	でくる
でした	192	142	328	でした
でして	192	348	2928	でして
でしょ	183	183	713	でしょ
ですか	172	325	1669	ですか
ですが	172	332	1815	ですが
ですし	172	339	3483	ですし
ですっ	172	39	3998	ですっ
ですな	172	417	3526	ですな
ですね	172	418	1571	ですね
ですよ	172	425	2090	ですよ
ですわ	172	426	3852	ですわ
でっす	173	173	188	でっす
でっせ	1384	480	599	でっせ
でない	168	204	3422	でない
でます	349	240	2275	でます
でみた	349	142	3071	でみた
でもか	299	325	3528	でもか
でもね	299	418	4129	でもね
でーす	174	174	209	でーす
という	395	395	2613	という
といた	1328	142	1810	といた
といて	1328	348	1020	といて
とかさ	272	410	3733	とかさ
とかで	272	168	3475	とかで
とかに	272	372	3621	とかに
とかね	272	418	3087	とかね
とかは	272	283	3366	とかは
とかも	272	284	3689	とかも
としか	387	279	5063	としか
とった	1661	142	1398	とった
とはな	387	417	6090	とはな
とよい	350	2521	4182	とよい
ないか	204	325	3327	ないか
ないが	204	332	3507	ないが
ないし	204	339	3177	ないし
ないぞ	204	412	3912	ないぞ
ないで	213	349	1386	ないで
ないと	204	350	3097	ないと
ないな	204	417	3496	ないな
ないね	204	418	3545	ないね
ないの	204	419	3239	ないの
ないよ	204	425	3159	ないよ
ないわ	204	426	3840	ないわ
なおし	1459	1459	1391	直し
なかっ	211	211	3507	なかっ
ながら	355	355	1643	ながら
なきゃ	200	200	1129	なきゃ
なくて	212	348	2483	なくて
なくね	212	418	3717	なくね
なさい	1714	1714	443	なさい
なだけ	163	296	4401	なだけ
なっし	1663	339	1375	なっし
なって	417	391	4010	なって
なです	163	172	5343	なです
などに	302	372	3186	などに
などを	302	379	3170	などを
なのぉ	163	418	5255	なのぉ
なので	163	359	2584	なので
なのに	163	360	3296	なのに
なのね	163	418	4186	なのね
なのよ	163	425	4187	なのよ
ならば	162	361	2764	ならば
なんか	304	304	1859	なんか
なんて	307	307	1519	なんて
なんで	163	365	3833	なんで
なーい	205	205	538	なーい
にくい	2519	2519	1125	にくい
にくい	2524	2524	1242	難い
にこそ	372	277	5853	にこそ
にしか	372	279	5542	にしか
にです	327	172	4712	にです
にです	372	172	5527	にです
にでも	372	299	4725	にでも
にない	327	204	4331	にない
にまで	372	314	5623	にまで
ねぇよ	214	425	2168	ねぇよ
ねえよ	214	425	2050	ねえよ
ねっと	418	386	4185	ねっと
のにな	360	417	3028	のにな
のにね	360	418	3057	のにね
のよね	419	418	2654	のよね
はない	283	204	3486	はない
はなく	283	212	4886	はなく
ばいい	361	2467	2949	ばいい
ばかり	310	310	1245	ばかり
ばっか	311	311	1142	ばっか
ばなぁ	361	418	4528	ばなぁ
ばよい	361	2521	3637	ばよい
へんで	42	416	1885	へんで
べきか	119	325	2102	べきか
べきだ	119	165	2355	べきだ
まくり	1686	1686	919	まくり
まくる	1586	1586	894	まくる
まくれ	1566	1566	182	まくれ
ました	260	142	635	ました
まして	260	348	2877	まして
ましょ	246	246	1487	ましょ
ますか	240	325	2151	ますか
ますが	240	332	2564	ますが
ますし	240	339	3714	ますし
ますと	240	350	4167	ますと
ますな	240	417	4625	ますな
ますね	240	418	2590	ますね
ますよ	240	425	2585	ますよ
ますわ	240	426	4735	ますわ
ませぬ	252	40	3958	ませぬ
ません	252	45	477	ません
まっす	241	241	913	まっす
まっせ	229	229	389	まっせ
までと	314	387	3433	までと
までと	314	371	4319	までと
までに	314	372	2906	までに
までの	314	429	3634	までの
までは	314	283	3338	までは
までも	314	284	3542	までも
まーす	242	242	759	まーす
もいい	284	2467	4200	もいい
もです	284	172	4582	もです
もない	284	204	4735	もない
ものの	362	362	1832	ものの
やから	265	330	2599	やから
やがれ	1568	1568	1110	やがれ
やけど	265	334	1948	やけど
やした	264	142	1585	やした
やすい	2520	2520	1125	やすい
やすさ	244	410	995	やすさ
やっけ	265	414	3266	やっけ
やなぁ	265	418	2507	やなぁ
やなあ	265	418	3001	やなあ
やねぇ	265	418	3299	やねぇ
やねん	265	418	1928	やねん
やのに	265	360	3145	やのに
やろか	266	325	1797	やろか
やろな	266	417	1516	やろな
やろね	266	418	2265	やろね
やんか	44	325	2029	やんか
やんけ	44	409	1340	やんけ
やんな	44	417	2291	やんな
よいよ	2521	425	2781	よいよ
よなぁ	425	418	3701	よなぁ
よなあ	425	418	4108	よなあ
よねぇ	425	418	3775	よねぇ
よねえ	425	418	4436	よねえ
よりも	378	284	2672	よりも
らしい	82	82	907	らしい
らしく	94	94	1367	らしく
られず	475	219	2207	られず
られた	481	142	1731	られた
られて	481	348	2714	られて
られる	463	463	971	られる
りです	129	172	2950	りです
ります	129	240	2055	ります
れたよ	482	425	3509	れたよ
れたり	482	268	3663	れたり
れても	482	284	3533	れても
れない	476	204	1657	れない
れます	482	240	1768	れます
れよう	470	35	1092	れよう
れれば	434	361	1765	れれば
わよね	426	418	3108	わよね
んかい	45	406	4104	んかい
んかな	45	408	4492	んかな
んけど	45	334	3700	んけど
んだい	45	418	4684	んだい
んだろ	45	166	4502	んだろ
んです	45	172	4221	んです
んなぁ	45	418	4467	んなぁ
んねん	45	418	4467	んねん
んやろ	45	266	4337	んやろ
んよな	45	417	4318	んよな
んよね	45	418	4421	んよね
ーっと	46	386	2489	ーっと
ありです	57	172	3122	ありです
いけます	1201	240	2529	いけます
うかしら	35	407	4104	うかしら
うかなぁ	35	418	4197	うかなぁ
うかなと	35	387	4458	うかなと
えません	1203	45	827	えません
えません	1228	45	1194	得ません
かなぁと	408	387	3795	かなぁと
かなって	408	391	3395	かなって
かねない	1166	204	819	かねない
かねます	1206	240	423	かねます
かもです	288	172	2562	かもです
からかな	330	408	3911	からかな
からこそ	330	277	3933	からこそ
からです	330	172	2125	からです
からです	368	172	3381	からです
からなぁ	330	418	3696	からなぁ
がります	570	240	248	がります
きれない	1167	204	1439	きれない
ください	1712	1712	414	ください
ください	1720	1720	279	下さい
くらいか	289	325	3042	くらいか
くらいだ	289	165	3354	くらいだ
くらいで	289	168	2904	くらいで
くらいに	289	372	2818	くらいに
くらいの	289	429	3241	くらいの
くらいは	289	283	3369	くらいは
けれども	337	337	1900	けれども
こみます	1475	240	1426	こみます
させない	472	204	1546	させない
させます	478	240	1518	させます
させます	632	240	2831	させます
されます	525	240	1429	されます
されます	632	240	1502	されます
していた	634	142	3034	していた
している	634	1080	2336	している
してます	634	240	2707	してます
しないか	633	325	2888	しないか
しないが	633	332	3764	しないが
しないし	633	339	3254	しないし
しないぞ	633	412	3813	しないぞ
しないで	633	349	2797	しないで
しないと	633	350	2984	しないと
しないな	633	417	3327	しないな
しないの	633	419	2794	しないの
しないよ	633	425	3043	しないよ
しないわ	633	426	3737	しないわ
しなきゃ	633	200	2935	しなきゃ
しました	634	142	1506	しました
しますか	634	325	3098	しますか
しますが	634	332	3438	しますが
しますね	634	418	3399	しますね
しません	634	45	2811	しません
しようか	630	325	2157	しようか
しようと	630	389	1991	しようと
しようね	630	418	2303	しようね
じゃおう	1790	35	196	じゃおう
じゃない	292	204	1261	じゃない
じゃなく	292	212	3062	じゃなく
じゃねぇ	137	418	2173	じゃねぇ
じゃんか	37	325	2319	じゃんか
すぎだろ	1208	145	2704	すぎだろ
すぎてる	1208	1093	3303	すぎてる
すぎです	1208	172	2397	すぎです
すぎです	1238	172	2212	過ぎです
すぎない	1168	204	1570	すぎない
すぎます	1208	240	1549	すぎます
すぎます	1238	240	1757	過ぎます
すぎやろ	1208	266	3114	すぎやろ
すぎるし	1086	339	3005	すぎるし
すぎると	1086	350	2984	すぎると
すぎるな	1086	417	2995	すぎるな
すぎるよ	1086	425	2683	すぎるよ
すぎるわ	1086	426	2756	すぎるわ
すべきか	574	325	2206	すべきか
すべきだ	574	165	2288	すべきだ
ずじまい	219	43	6425	ずじまい
ずでした	219	142	3767	ずでした
せていた	480	142	2934	せていた
せている	480	1080	2358	せている
せてます	480	240	2868	せてます
せてみた	480	142	3616	せてみた
せました	480	142	2903	せました
せません	480	45	2684	せません
たいから	152	330	3681	たいから
たいです	152	172	1950	たいです
たいなぁ	152	418	3157	たいなぁ
たいので	152	359	3586	たいので
たかった	159	142	1229	たかった
たくない	160	204	1677	たくない
たですが	142	332	4291	たですが
たですね	142	418	3943	たですね
たですよ	142	425	4223	たですよ
たらしい	142	82	4239	たらしい
たらなぁ	140	418	4410	たらなぁ
たりです	268	172	4150	たりです
たりとか	268	272	3891	たりとか
たりとか	268	325	4579	たりとか
だからね	165	418	2863	だからね
だけかな	296	408	3737	だけかな
だけです	296	172	2203	だけです
だけでも	296	284	3165	だけでも
だけどね	165	418	2807	だけどね
だします	1454	240	1800	だします
だします	1457	240	1735	出します
だったが	167	332	2887	だったが
だったね	167	418	3122	だったね
だったよ	167	425	2836	だったよ
だったら	167	140	2755	だったら
だったり	167	114	2775	だったり
だったり	167	268	2273	だったり
だってさ	297	410	2167	だってさ
だってね	297	418	2642	だってね
だってば	297	361	2679	だってば
だってよ	297	425	2727	だってよ
だよなぁ	165	418	3246	だよなぁ
だろうか	166	325	1376	だろうか
だろうな	166	417	2462	だろうな
だろうね	166	418	2560	だろうね
ちまった	1814	142	811	ちまった
